customer_id,last_date,recency,frequence,amount,intereval
CS2476,2015-01-22,2591,22,1676,63
CS2477,2015-03-10,2544,15,969,94
CS2478,2014-10-25,2680,17,1164,71
CS2479,2015-02-06,2576,10,747,150
CS2480,2014-12-07,2637,19,1296,70
CS2481,2014-11-26,2648,15,906,83
CS2482,2014-11-29,2645,31,2098,40
CS2483,2014-11-30,2644,15,1136,80
CS2484,2014-11-29,2645,17,1142,79
CS2485,2015-02-13,2569,21,1517,66
CS2486,2014-12-29,2615,20,1418,66
CS2487,2015-03-16,2538,25,1727,53
CS2488,2014-12-19,2625,19,1318,72
CS2489,2014-09-11,2724,19,1228,58
CS2490,2015-01-30,2583,22,1561,62
CS2491,2015-01-30,2583,19,1282,71
CS2492,2014-12-12,2632,17,1211,78
CS2493,2015-03-15,2539,28,1817,51
CS2494,2015-03-15,2539,21,1678,67
CS2495,2015-02-11,2571,17,1067,84
CS2496,2015-02-13,2569,23,1573,62
CS2497,2014-05-25,2833,17,1069,63
CS2498,2015-02-15,2567,14,896,90
CS2499,2015-03-02,2552,21,1515,68
CS2500,2014-09-29,2706,17,1103,72
CS2501,2015-02-17,2565,23,1600,61
CS2502,2014-12-08,2636,24,1871,54
CS2503,2014-09-29,2706,15,1001,74
CS2504,2015-01-22,2591,11,927,117
CS2505,2014-11-18,2656,16,1106,83
CS2506,2015-01-20,2593,20,1505,70
CS2507,2014-08-16,2750,23,1721,48
CS2508,2015-02-01,2581,29,2049,47
CS2509,2014-03-25,2894,13,981,70
CS2510,2014-12-31,2613,20,1300,65
CS2511,2015-01-30,2583,18,1291,79
CS2512,2015-01-22,2591,25,1877,55
CS2513,2014-11-13,2661,22,1619,57
CS2514,2015-03-06,2548,21,1405,57
CS2515,2015-02-16,2566,22,1517,64
CS2516,2015-02-15,2567,17,1258,85
CS2517,2015-01-06,2607,15,918,93
CS2518,2015-03-10,2544,21,1293,64
CS2519,2015-03-08,2546,25,1934,57
CS2520,2015-02-28,2554,22,1524,63
CS2521,2015-01-31,2582,21,1401,66
CS2522,2014-10-06,2699,19,1373,68
CS2523,2014-12-13,2631,17,1150,80
CS2524,2015-03-08,2546,16,1164,85
CS2525,2015-01-16,2597,20,1435,67
CS2526,2015-02-13,2569,14,1014,104
CS2527,2015-02-16,2566,23,1654,57
CS2528,2014-10-21,2684,17,1132,67
CS2529,2015-02-09,2573,19,1564,73
CS2530,2015-03-14,2540,19,1122,76
CS2531,2014-11-14,2660,26,1770,48
CS2532,2015-01-28,2585,14,1106,96
CS2533,2015-03-06,2548,24,1609,55
CS2534,2014-11-24,2650,19,1391,63
CS2535,2015-01-04,2609,18,1355,71
CS2536,2015-02-20,2562,25,1886,56
CS2537,2015-02-14,2568,17,1095,84
CS2538,2015-02-27,2555,22,1477,64
CS2539,2014-12-31,2613,18,1259,74
CS2540,2014-09-01,2734,20,1352,59
CS2541,2014-10-11,2694,28,1968,44
CS2542,2015-01-10,2603,17,1283,82
CS2543,2015-01-21,2592,22,1596,62
CS2544,2015-01-04,2609,22,1490,58
CS2545,2015-01-18,2595,24,1828,56
CS2546,2015-02-08,2574,24,1588,54
CS2547,2015-02-20,2562,19,1342,74
CS2548,2014-10-04,2701,24,1661,53
CS2549,2015-01-04,2609,17,1213,74
CS2550,2015-03-06,2548,12,742,125
CS2551,2015-02-21,2561,22,1670,64
CS2552,2015-02-25,2557,27,1827,50
CS2553,2014-10-11,2694,17,1200,77
CS2554,2015-01-20,2593,12,851,121
CS2555,2015-03-16,2538,18,1146,75
CS2556,2015-03-03,2551,19,1464,71
CS2557,2015-03-11,2543,16,1193,91
CS2558,2014-11-16,2658,19,1305,69
CS2559,2014-02-21,2926,10,774,108
CS2560,2014-11-11,2663,16,1012,84
CS2561,2015-01-27,2586,19,1237,71
CS2562,2015-03-05,2549,13,999,97
CS2563,2015-03-15,2539,17,1055,86
CS2564,2015-01-19,2594,16,1114,89
CS2565,2015-01-21,2592,22,1461,62
CS2566,2014-11-18,2656,17,1243,74
CS2567,2015-03-15,2539,17,1156,83
CS2568,2015-03-11,2543,28,1901,51
CS2569,2015-03-06,2548,24,1773,58
CS2570,2014-11-03,2671,10,754,139
CS2571,2015-02-04,2578,21,1590,64
CS2572,2015-01-10,2603,15,1101,82
CS2573,2014-09-01,2734,18,1218,62
CS2574,2015-02-11,2571,15,990,83
CS2575,2015-01-11,2602,24,1859,57
CS2576,2014-02-17,2930,12,916,62
CS2577,2015-03-08,2546,18,1303,81
CS2578,2015-02-08,2574,25,1701,55
CS2579,2015-03-08,2546,30,2006,45
CS2580,2015-02-15,2567,20,1187,60
CS2581,2015-01-21,2592,14,1075,97
CS2582,2015-02-18,2564,29,1861,48
CS2583,2015-01-24,2589,15,987,89
CS2584,2015-01-13,2600,25,1814,54
CS2585,2015-03-16,2538,21,1484,66
CS2586,2015-02-08,2574,16,1061,88
CS2587,2015-02-22,2560,12,747,117
CS2588,2014-12-11,2633,23,1561,48
CS2589,2015-01-23,2590,20,1442,70
CS2590,2015-02-21,2561,22,1437,63
CS2591,2015-01-25,2588,22,1609,64
CS2592,2015-02-05,2577,20,1519,69
CS2593,2015-02-28,2554,14,1199,105
CS2594,2015-03-14,2540,20,1420,73
CS2595,2015-02-27,2555,23,1516,55
CS2596,2014-12-22,2622,12,923,113
CS2597,2015-01-10,2603,21,1474,61
CS2598,2014-12-26,2618,18,1244,64
CS2599,2015-02-14,2568,28,1974,49
CS2600,2015-02-23,2559,25,1768,52
CS2601,2015-02-25,2557,25,1840,55
CS2602,2014-11-15,2659,20,1484,66
CS2603,2015-02-08,2574,17,1206,73
CS2604,2015-01-27,2586,22,1426,59
CS2605,2014-12-19,2625,18,1182,66
CS2606,2015-02-23,2559,17,1211,79
CS2607,2015-03-07,2547,13,783,110
CS2608,2015-01-13,2600,16,993,88
CS2609,2015-01-26,2587,15,1156,95
CS2610,2015-01-16,2597,22,1649,61
CS2611,2015-01-27,2586,21,1623,64
CS2612,2014-12-27,2617,21,1510,65
CS2613,2015-02-18,2564,22,1537,62
CS2614,2015-02-07,2575,18,1180,80
CS2615,2015-02-20,2562,30,2090,45
CS2616,2015-03-16,2538,9,569,173
CS2617,2014-10-10,2695,17,1157,64
CS2618,2014-08-28,2738,18,1305,67
CS2619,2015-01-09,2604,21,1387,63
CS2620,2014-10-25,2680,35,2360,36
CS2621,2015-01-06,2607,23,1540,52
CS2622,2015-02-12,2570,21,1664,68
CS2623,2015-03-01,2553,23,1629,62
CS2624,2015-02-07,2575,27,1919,50
CS2625,2014-11-15,2659,25,1762,52
CS2626,2014-09-25,2710,12,926,96
CS2627,2015-02-25,2557,21,1524,68
CS2628,2015-02-12,2570,29,2135,46
CS2629,2014-12-04,2640,12,828,102
CS2630,2014-11-22,2652,17,1234,75
CS2631,2015-03-15,2539,13,972,108
CS2632,2014-11-05,2669,18,1164,71
CS2633,2014-11-26,2648,19,1371,70
CS2634,2014-10-26,2679,19,1423,62
CS2635,2015-01-21,2592,23,1438,58
CS2636,2015-03-10,2544,16,1164,69
CS2637,2015-01-17,2596,26,1902,53
CS2638,2015-03-11,2543,25,1690,58
CS2639,2015-02-01,2581,26,1797,53
CS2640,2015-01-28,2585,18,1296,78
CS2641,2014-12-24,2620,19,1227,67
CS2642,2014-07-27,2770,17,1180,72
CS2643,2014-10-01,2704,22,1644,51
CS2644,2015-02-19,2563,20,1507,56
CS2645,2015-02-22,2560,14,858,103
CS2646,2015-02-19,2563,17,1019,84
CS2647,2015-03-13,2541,23,1830,50
CS2648,2015-02-19,2563,25,1610,55
CS2649,2014-11-30,2644,21,1460,59
CS2650,2014-07-16,2781,15,1149,71
CS2651,2015-01-06,2607,22,1712,60
CS2652,2014-11-28,2646,20,1440,66
CS2653,2014-12-14,2630,22,1454,61
CS2654,2015-01-19,2594,16,952,87
CS2655,2015-02-13,2569,27,1896,51
CS2656,2015-01-30,2583,24,1729,56
CS2657,2015-02-04,2578,29,2286,48
CS2658,2015-02-17,2565,24,1816,55
CS2659,2015-02-27,2555,20,1429,63
CS2660,2015-02-08,2574,15,844,84
CS2661,2014-11-16,2658,26,1874,49
CS2662,2015-02-27,2555,26,1735,54
CS2663,2015-03-09,2545,24,1788,54
CS2664,2015-01-13,2600,23,1512,58
CS2665,2015-02-21,2561,19,1273,75
CS2666,2014-11-13,2661,18,1321,69
CS2667,2015-02-15,2567,14,993,104
CS2668,2014-12-28,2616,19,1427,66
CS2669,2015-01-18,2595,30,1953,44
CS2670,2015-03-10,2544,20,1398,65
CS2671,2015-02-05,2577,20,1554,68
CS2672,2015-03-10,2544,20,1530,71
CS2673,2015-03-15,2539,15,1112,96
CS2674,2014-11-19,2655,12,854,110
CS2675,2014-12-21,2623,17,1411,76
CS2676,2014-12-17,2627,24,1693,54
CS2677,2014-10-16,2689,14,1025,89
CS2678,2014-11-25,2649,13,978,106
CS2679,2014-12-25,2619,29,1986,41
CS2680,2015-01-08,2605,16,986,83
CS2681,2015-02-04,2578,21,1305,67
CS2682,2015-03-02,2552,29,2045,48
CS2683,2015-01-30,2583,25,1665,51
CS2684,2014-12-21,2623,15,1184,92
CS2685,2015-03-08,2546,20,1474,69
CS2686,2015-02-12,2570,22,1399,63
CS2687,2015-03-07,2547,28,1731,50
CS2688,2015-02-02,2580,22,1452,57
CS2689,2015-02-17,2565,13,992,112
CS2690,2015-02-16,2566,21,1560,68
CS2691,2014-05-28,2830,16,1121,72
CS2692,2015-02-15,2567,28,1913,48
CS2693,2015-01-29,2584,21,1655,62
CS2694,2014-09-14,2721,19,1269,64
CS2695,2014-12-06,2638,23,1538,59
CS2696,2014-12-01,2643,18,1292,65
CS2697,2015-03-13,2541,16,1060,82
CS2698,2015-03-10,2544,12,671,121
CS2699,2015-01-01,2612,19,1280,70
CS2700,2015-02-07,2575,26,1874,54
CS2701,2015-02-13,2569,18,1101,71
CS2702,2015-01-14,2599,29,2090,47
CS2703,2015-03-05,2549,25,1615,56
CS2704,2015-02-03,2579,20,1462,65
CS2705,2014-12-10,2634,17,1268,71
CS2706,2014-11-22,2652,20,1434,66
CS2707,2015-03-14,2540,21,1498,69
CS2708,2015-03-01,2553,23,1546,62
CS2709,2015-03-07,2547,13,936,107
CS2710,2015-03-09,2545,22,1635,64
CS2711,2014-09-10,2725,18,1302,71
CS2712,2015-03-10,2544,20,1366,72
CS2713,2015-02-19,2563,20,1329,63
CS2714,2015-02-07,2575,13,871,95
CS2715,2015-03-15,2539,20,1369,73
CS2716,2015-01-21,2592,16,1335,83
CS2717,2014-09-19,2716,12,827,109
CS2718,2014-11-03,2671,11,751,111
CS2719,2014-08-29,2737,25,1667,49
CS2720,2014-11-20,2654,21,1294,61
CS2721,2015-02-20,2562,23,1722,62
CS2722,2015-01-26,2587,21,1431,60
CS2723,2015-02-03,2579,21,1446,65
CS2724,2014-07-01,2796,14,1166,84
CS2725,2014-10-01,2704,21,1395,61
CS2726,2015-02-22,2560,20,1421,68
CS2727,2015-02-06,2576,25,1698,55
CS2728,2014-12-19,2625,20,1488,66
CS2729,2014-12-30,2614,21,1401,58
CS2730,2014-04-01,2887,16,1186,60
CS2731,2015-02-28,2554,22,1736,61
CS2732,2015-02-11,2571,18,1362,79
CS2733,2015-02-03,2579,24,1725,57
CS2734,2015-01-02,2611,19,1242,73
CS2735,2015-03-13,2541,26,1813,50
CS2736,2015-03-02,2552,25,1733,54
CS2737,2015-02-16,2566,20,1317,71
CS2738,2014-11-23,2651,25,1799,53
CS2739,2014-12-02,2642,27,1962,48
CS2740,2014-08-31,2735,14,1048,83
CS2741,2015-03-08,2546,23,1528,60
CS2742,2014-12-06,2638,24,1565,54
CS2743,2014-11-11,2663,20,1295,66
CS2744,2015-02-06,2576,18,1174,75
CS2745,2015-02-17,2565,24,1525,56
CS2746,2015-03-12,2542,15,1023,99
CS2747,2015-01-06,2607,18,1284,77
CS2748,2014-11-28,2646,23,1537,57
CS2749,2015-02-17,2565,18,1225,80
CS2750,2015-02-22,2560,17,1067,84
CS2751,2015-02-03,2579,22,1571,57
CS2752,2014-11-23,2651,18,1100,73
CS2753,2015-02-22,2560,18,1256,76
CS2754,2015-01-06,2607,22,1638,62
CS2755,2015-02-25,2557,30,1983,44
CS2756,2014-11-09,2665,23,1450,54
CS2757,2015-01-21,2592,22,1526,60
CS2758,2015-03-01,2553,15,957,73
CS2759,2015-01-07,2606,18,1315,74
CS2760,2015-02-06,2576,15,1091,96
CS2761,2015-02-10,2572,17,1214,83
CS2762,2014-08-12,2754,12,755,101
CS2763,2015-03-16,2538,11,839,106
CS2764,2015-01-19,2594,13,990,95
CS2765,2015-03-04,2550,24,1639,55
CS2766,2015-03-06,2548,27,1706,51
CS2767,2015-03-15,2539,18,1323,78
CS2768,2015-01-29,2584,18,1306,70
CS2769,2015-03-03,2551,30,2202,47
CS2770,2015-03-14,2540,25,1707,55
CS2771,2015-01-05,2608,25,1671,53
CS2772,2014-06-18,2809,17,1208,67
CS2773,2015-03-05,2549,22,1474,65
CS2774,2015-01-11,2602,11,763,113
CS2775,2015-02-27,2555,22,1600,63
CS2776,2015-02-12,2570,28,2099,49
CS2777,2014-07-26,2771,20,1457,61
CS2778,2014-12-20,2624,16,1157,87
CS2779,2015-01-08,2605,14,934,93
CS2780,2015-02-14,2568,18,1303,76
CS2781,2015-02-19,2563,16,1098,90
CS2782,2014-12-30,2614,21,1585,58
CS2783,2015-02-12,2570,29,2060,47
CS2784,2014-12-20,2624,24,1750,57
CS2785,2015-02-07,2575,23,1702,59
CS2786,2015-02-20,2562,29,2034,47
CS2787,2015-03-06,2548,23,1641,59
CS2788,2015-01-21,2592,19,1218,72
CS2789,2015-01-25,2588,26,2003,52
CS2790,2014-11-15,2659,19,1496,70
CS2791,2015-03-02,2552,19,1381,75
CS2792,2015-03-09,2545,21,1557,68
CS2793,2015-01-25,2588,22,1668,63
CS2794,2015-03-12,2542,23,1789,48
CS2795,2015-02-26,2556,22,1609,62
CS2796,2015-03-14,2540,18,1279,74
CS2797,2014-08-22,2744,20,1352,60
CS2798,2014-12-29,2615,21,1535,65
CS2799,2015-03-09,2545,17,1102,86
CS2800,2015-01-04,2609,16,1063,79
CS2801,2015-02-02,2580,18,1148,78
CS2802,2015-02-15,2567,20,1347,69
CS2803,2014-11-09,2665,15,1034,87
CS2804,2015-02-18,2564,22,1530,63
CS2805,2015-02-11,2571,18,1104,79
CS2806,2014-10-20,2685,11,762,119
CS2807,2015-01-14,2599,19,1316,73
CS2808,2014-09-29,2706,24,1509,51
CS2809,2015-03-03,2551,24,1594,59
CS2810,2014-12-17,2627,15,1082,86
CS2811,2014-10-24,2681,17,1110,78
CS2812,2015-02-24,2558,16,1134,89
CS2813,2014-12-31,2613,23,1593,59
CS2814,2015-02-21,2561,18,1385,73
CS2815,2015-02-08,2574,16,1166,85
CS2816,2015-03-06,2548,21,1401,65
CS2817,2015-01-08,2605,21,1406,61
CS2818,2015-03-06,2548,29,2018,46
CS2819,2015-02-21,2561,20,1338,71
CS2820,2014-10-17,2688,23,1596,56
CS2821,2015-02-26,2556,27,1864,53
CS2822,2015-01-29,2584,15,1131,84
CS2823,2015-02-26,2556,25,1731,57
CS2824,2015-03-13,2541,20,1292,73
CS2825,2015-02-24,2558,14,873,94
CS2826,2014-10-25,2680,18,1142,72
CS2827,2015-01-02,2611,21,1455,65
CS2828,2015-01-27,2586,20,1350,66
CS2829,2015-01-24,2589,24,1794,56
CS2830,2014-12-08,2636,28,2070,47
CS2831,2015-01-29,2584,17,1250,69
CS2832,2015-02-20,2562,24,1585,59
CS2833,2015-03-13,2541,18,1299,77
CS2834,2015-02-17,2565,24,1747,59
CS2835,2014-10-02,2703,24,1800,47
CS2836,2015-02-10,2572,18,1297,74
CS2837,2015-02-24,2558,26,1813,54
CS2838,2014-07-09,2788,18,1446,67
CS2839,2014-12-16,2628,19,1295,67
CS2840,2015-02-02,2580,29,2074,44
CS2841,2014-08-10,2756,12,792,105
CS2842,2015-02-25,2557,24,1733,58
CS2843,2014-09-29,2706,18,1374,68
CS2844,2014-09-08,2727,11,740,108
CS2845,2015-01-02,2611,27,1829,50
CS2846,2015-03-09,2545,19,1283,71
CS2847,2014-12-10,2634,21,1493,64
CS2848,2015-01-09,2604,19,1331,72
CS2849,2015-01-09,2604,21,1301,64
CS2850,2015-02-18,2564,17,1131,82
CS2851,2014-09-16,2719,19,1392,63
CS2852,2014-10-14,2691,16,1151,82
CS2853,2015-02-03,2579,25,1779,55
CS2854,2015-02-27,2555,23,1564,59
CS2855,2014-12-15,2629,19,1346,65
CS2856,2015-01-16,2597,21,1448,66
CS2857,2014-10-31,2674,15,1095,86
CS2858,2015-01-26,2587,23,1555,60
CS2859,2015-02-27,2555,13,792,106
CS2860,2014-09-25,2710,21,1356,59
CS2861,2015-03-06,2548,14,1082,105
CS2862,2015-02-21,2561,24,1734,56
CS2863,2014-11-03,2671,25,1716,49
CS2864,2015-01-19,2594,23,1442,58
CS2865,2015-02-07,2575,25,1868,56
CS2866,2015-02-27,2555,22,1488,62
CS2867,2015-02-23,2559,21,1464,68
CS2868,2015-01-27,2586,20,1507,69
CS2869,2015-02-17,2565,21,1452,59
CS2870,2015-01-28,2585,24,1670,57
CS2871,2014-10-22,2683,29,2124,44
CS2872,2015-03-15,2539,22,1674,66
CS2873,2015-02-28,2554,29,2045,47
CS2874,2015-01-05,2608,14,930,101
CS2875,2015-02-24,2558,15,1007,97
CS2876,2015-03-01,2553,21,1369,61
CS2877,2015-03-15,2539,24,1677,60
CS2878,2015-01-04,2609,23,1610,57
CS2879,2014-12-20,2624,15,1028,90
CS2880,2014-12-27,2617,20,1482,67
CS2881,2014-09-19,2716,26,1801,48
CS2882,2014-07-25,2772,11,781,115
CS2883,2014-09-15,2720,21,1658,55
CS2884,2015-03-16,2538,21,1399,62
CS2885,2015-02-14,2568,28,1781,47
CS2886,2014-12-02,2642,16,897,80
CS2887,2015-02-10,2572,25,1527,55
CS2888,2014-09-06,2729,24,1792,49
CS2889,2015-02-08,2574,22,1536,61
CS2890,2015-01-07,2606,19,1308,69
CS2891,2015-01-19,2594,24,1823,57
CS2892,2014-09-23,2712,17,1181,73
CS2893,2015-03-11,2543,24,1724,59
CS2894,2015-02-27,2555,19,1377,76
CS2895,2015-02-26,2556,21,1304,64
CS2896,2015-01-27,2586,24,1845,57
CS2897,2015-02-17,2565,16,1188,91
CS2898,2015-02-10,2572,21,1336,68
CS2899,2015-03-02,2552,24,1673,58
CS2900,2015-03-06,2548,26,1954,49
CS2901,2014-09-07,2728,19,1259,58
CS2902,2014-11-27,2647,28,1961,46
CS2903,2014-10-14,2691,17,1289,75
CS2904,2015-03-10,2544,25,1869,51
CS2905,2014-12-20,2624,17,1185,73
CS2906,2015-01-18,2595,27,1935,51
CS2907,2015-02-12,2570,29,2039,48
CS2908,2015-01-10,2603,16,1061,86
CS2909,2015-02-12,2570,19,1412,68
CS2910,2015-03-05,2549,23,1345,61
CS2911,2015-02-10,2572,21,1511,68
CS2912,2014-12-21,2623,20,1361,67
CS2913,2014-08-14,2752,21,1490,57
CS2914,2014-12-19,2625,26,1792,46
CS2915,2014-12-21,2623,24,1749,54
CS2916,2015-01-12,2601,21,1514,57
CS2917,2015-03-15,2539,20,1474,71
CS2918,2015-03-07,2547,24,1741,59
CS2919,2015-02-24,2558,18,1313,79
CS2920,2015-03-09,2545,21,1419,66
CS2921,2015-01-22,2591,16,1044,86
CS2922,2015-03-11,2543,15,977,99
CS2923,2014-09-02,2733,13,966,98
CS2924,2015-03-11,2543,21,1459,68
CS2925,2015-03-14,2540,14,997,101
CS2926,2015-02-19,2563,14,986,104
CS2927,2015-03-03,2551,25,1581,56
CS2928,2014-10-27,2678,17,1243,76
CS2929,2015-03-16,2538,22,1449,65
CS2930,2015-01-27,2586,26,1955,45
CS2931,2015-03-11,2543,21,1550,68
CS2932,2014-11-25,2649,18,1228,75
CS2933,2014-10-07,2698,13,900,93
CS2934,2015-02-27,2555,17,1227,83
CS2935,2015-03-06,2548,21,1388,68
CS2936,2015-01-13,2600,13,813,111
CS2937,2015-03-02,2552,20,1394,69
CS2938,2014-12-13,2631,30,2039,44
CS2939,2015-02-20,2562,17,1227,79
CS2940,2014-12-19,2625,21,1334,64
CS2941,2014-05-08,2850,13,1077,82
CS2942,2015-01-05,2608,17,1246,77
CS2943,2015-03-06,2548,19,1306,52
CS2944,2014-08-04,2762,17,1239,67
CS2945,2015-03-08,2546,26,1911,55
CS2946,2015-03-05,2549,31,2238,40
CS2947,2014-11-07,2667,19,1348,67
CS2948,2014-09-02,2733,17,1199,57
CS2949,2014-12-05,2639,24,1581,54
CS2950,2015-01-28,2585,16,1072,87
CS2951,2014-08-31,2735,32,2382,38
CS2952,2015-02-01,2581,25,1691,53
CS2953,2015-01-22,2591,17,1093,81
CS2954,2015-01-27,2586,17,1404,79
CS2955,2015-02-15,2567,17,1191,81
CS2956,2015-03-10,2544,29,2050,48
CS2957,2015-01-12,2601,19,1251,64
CS2958,2014-11-30,2644,13,778,103
CS2959,2015-03-02,2552,16,1124,91
CS2960,2015-02-09,2573,16,1178,77
CS2961,2015-01-22,2591,30,2183,45
CS2962,2015-03-16,2538,23,1639,61
CS2963,2014-12-25,2619,16,1109,85
CS2964,2014-12-10,2634,21,1363,63
CS2965,2014-10-05,2700,13,793,97
CS2966,2014-09-04,2731,18,1143,68
CS2967,2015-03-16,2538,21,1425,68
CS2968,2015-01-23,2590,24,1649,57
CS2969,2015-03-07,2547,18,1314,73
CS2970,2015-03-07,2547,21,1496,68
CS2971,2014-09-09,2726,16,1029,79
CS2972,2014-08-27,2739,19,1301,56
CS2973,2014-09-11,2724,19,1317,66
CS2974,2014-12-25,2619,19,1368,72
CS2975,2015-01-21,2592,22,1387,64
CS2976,2014-08-25,2741,14,897,91
CS2977,2015-03-06,2548,21,1490,68
CS2978,2014-11-17,2657,20,1470,61
CS2979,2015-03-14,2540,20,1398,69
CS2980,2014-09-30,2705,21,1562,59
CS2981,2014-11-28,2646,18,1369,72
CS2982,2014-12-24,2620,22,1543,59
CS2983,2015-03-05,2549,23,1524,61
CS2984,2015-01-24,2589,29,1955,46
CS2985,2014-08-02,2764,16,1133,74
CS2986,2014-12-26,2618,25,1720,53
CS2987,2014-12-18,2626,20,1508,64
CS2988,2015-02-26,2556,22,1543,64
CS2989,2015-03-07,2547,26,1702,46
CS2990,2014-12-12,2632,27,1765,49
CS2991,2015-03-09,2545,22,1568,65
CS2992,2014-09-28,2707,16,1031,70
CS2993,2015-01-02,2611,16,1190,84
CS2994,2015-02-02,2580,22,1470,61
CS2995,2015-02-05,2577,14,794,101
CS2996,2014-12-09,2635,25,1719,49
CS2997,2014-11-27,2647,21,1503,63
CS2998,2015-02-10,2572,21,1456,67
CS2999,2014-10-18,2687,19,1262,68
CS3000,2015-03-08,2546,20,1379,67
CS3001,2014-07-25,2772,15,1193,82
CS3002,2015-02-01,2581,22,1394,64
CS3003,2015-02-18,2564,17,1213,83
CS3004,2015-03-15,2539,24,1939,58
CS3005,2015-01-11,2602,23,1740,60
CS3006,2015-03-03,2551,24,1732,59
CS3007,2014-06-06,2821,16,1127,63
CS3008,2015-02-13,2569,24,1788,59
CS3009,2015-03-09,2545,14,895,100
CS3010,2015-03-16,2538,26,1862,55
CS3011,2014-12-14,2630,28,1890,48
CS3012,2015-02-03,2579,24,1688,56
CS3013,2015-03-09,2545,35,2259,39
CS3014,2014-12-26,2618,23,1641,50
CS3015,2015-03-04,2550,24,1601,56
CS3016,2014-04-25,2863,9,634,121
CS3017,2014-07-03,2794,19,1424,60
CS3018,2014-06-01,2826,19,1190,61
CS3019,2015-02-01,2581,23,1593,61
CS3020,2015-03-06,2548,23,1486,63
CS3021,2015-01-02,2611,13,871,104
CS3022,2015-01-17,2596,21,1469,64
CS3023,2015-01-04,2609,19,1242,67
CS3024,2014-11-06,2668,24,1738,52
CS3025,2014-12-28,2616,13,960,91
CS3026,2015-02-10,2572,21,1409,65
CS3027,2015-02-09,2573,19,1345,69
CS3028,2015-03-02,2552,31,2214,43
CS3029,2015-01-03,2610,24,1705,57
CS3030,2015-01-31,2582,23,1579,59
CS3031,2015-02-19,2563,20,1407,69
CS3032,2015-03-05,2549,17,1305,86
CS3033,2014-11-09,2665,14,981,94
CS3034,2014-12-22,2622,22,1555,62
CS3035,2014-11-11,2663,20,1365,65
CS3036,2015-02-16,2566,23,1587,61
CS3037,2015-01-24,2589,21,1324,64
CS3038,2015-02-16,2566,17,1283,73
CS3039,2015-02-20,2562,17,1296,83
CS3040,2015-02-24,2558,17,1266,81
CS3041,2015-03-11,2543,22,1397,65
CS3042,2015-02-10,2572,14,936,104
CS3043,2014-12-02,2642,17,1154,78
CS3044,2015-03-12,2542,22,1576,65
CS3045,2015-01-16,2597,18,1351,76
CS3046,2015-01-13,2600,22,1631,59
CS3047,2015-01-07,2606,25,1729,54
CS3048,2015-01-29,2584,11,693,134
CS3049,2015-03-02,2552,21,1333,67
CS3050,2014-12-06,2638,20,1206,67
CS3051,2014-11-23,2651,19,1375,68
CS3052,2015-02-04,2578,26,1811,52
CS3053,2015-01-14,2599,15,1311,85
CS3054,2015-02-23,2559,14,1028,87
CS3055,2015-01-14,2599,21,1542,66
CS3056,2014-11-10,2664,17,1169,71
CS3057,2014-12-05,2639,13,924,105
CS3058,2015-03-04,2550,25,1810,56
CS3059,2014-12-17,2627,18,1349,77
CS3060,2014-11-28,2646,24,1763,52
CS3061,2015-01-13,2600,23,1749,60
CS3062,2015-01-18,2595,21,1546,66
CS3063,2014-12-01,2643,14,919,87
CS3064,2014-02-28,2919,22,1425,47
CS3065,2014-11-07,2667,16,967,75
CS3066,2014-12-24,2620,19,1273,65
CS3067,2015-02-27,2555,22,1450,65
CS3068,2015-01-21,2592,18,1181,69
CS3069,2015-01-28,2585,22,1487,63
CS3070,2015-01-25,2588,21,1433,66
CS3071,2015-02-22,2560,23,1642,62
CS3072,2015-01-16,2597,18,1154,76
CS3073,2015-02-13,2569,27,1940,52
CS3074,2015-01-08,2605,22,1794,63
CS3075,2015-03-13,2541,19,1261,68
CS3076,2015-02-21,2561,21,1605,68
CS3077,2015-01-05,2608,29,1977,45
CS3078,2015-03-10,2544,17,1021,77
CS3079,2014-11-03,2671,24,1535,55
CS3080,2015-03-03,2551,24,1596,60
CS3081,2014-12-15,2629,21,1472,64
CS3082,2014-12-27,2617,21,1400,62
CS3083,2015-01-02,2611,17,1069,82
CS3084,2014-05-19,2839,12,904,89
CS3085,2014-11-21,2653,23,1618,57
CS3086,2015-02-04,2578,23,1561,60
CS3087,2014-12-27,2617,16,1007,74
CS3088,2014-09-03,2732,16,1106,77
CS3089,2014-11-23,2651,14,1050,98
CS3090,2014-12-26,2618,18,1198,69
CS3091,2014-10-08,2697,14,881,83
CS3092,2014-12-22,2622,21,1594,64
CS3093,2015-02-16,2566,21,1383,64
CS3094,2014-06-18,2809,15,1121,78
CS3095,2014-11-04,2670,24,1634,53
CS3096,2015-01-24,2589,18,1325,66
CS3097,2014-09-30,2705,19,1296,63
CS3098,2014-08-24,2742,21,1359,59
CS3099,2014-11-27,2647,17,1112,78
CS3100,2015-03-03,2551,18,1437,81
CS3101,2015-03-09,2545,30,2106,47
CS3102,2014-11-21,2653,14,1031,98
CS3103,2015-03-13,2541,16,1006,90
CS3104,2014-10-11,2694,17,1174,77
CS3105,2015-02-21,2561,21,1432,65
CS3106,2014-10-19,2686,18,1270,70
CS3107,2015-02-15,2567,17,1233,79
CS3108,2014-06-22,2805,16,1032,73
CS3109,2015-03-09,2545,20,1402,71
CS3110,2014-11-15,2659,19,1279,69
CS3111,2014-08-18,2748,21,1644,58
CS3112,2014-11-16,2658,20,1225,66
CS3113,2014-11-18,2656,12,937,114
